name,size_of_the_bottle,MRP_of_the_bottle,price_of_the_bottle,1mg_url,brand_name,key_benefits,key_ingredients,rating,number_of_rating
Bjain Apocynum Cannabinum Globules 0/28 LM,6 gm,85,74.7,https://www.1mg.com/otc/bjain-apocynum-cannabinum-globules-0-28-lm-otc831212,Bjain Pharmaceuticals Pvt. Ltd.,"['This formula minimises excessive sweat production', 'It is beneficial in cases of vomiting', 'nausea', 'drowsiness and breathing difficulties', 'This formula stabilises the condition of the heart', 'It provides relief from bloating in the abdomen', 'This formula manages healthy functioning of the chest and respiratory system']",['Apocynum Cannabinum'],0.0,0
Combo Pack of SBL Nux Vomica Dilution 30 CH & SBL Arnica Montana Dilution 30 CH (30ml Each),2 bottles,210,178.0,https://www.1mg.com/otc/combo-pack-of-sbl-nux-vomica-dilution-30-ch-sbl-arnica-montana-dilution-30-ch-30ml-each-otc793420,,"['It is primarily used to treat mood swings and uncontrollable anger', 'Relives one of depressed thoughts and elevated mood', 'corrects irritable feelings and sulky mood', 'Soothes severe headache aggravated after sun exposure or headaches related to hangover after drinking excessive alcohol', 'Corrects sensitivity issues in eyes and soothes irritation', 'It is also helpful in curing flu like symptoms of cough', 'cold', 'constant sneezing and related issues', 'Cures ulcers in the mouth accompanied by dryness', 'Corrects tooth sensitivity especially after consuming cold items', 'Based on homeopathic composition it is safe to use and has no side effects']",['Nux Vomica'],4.6,5721
LDD Bioscience Baryta Phosphorica Dilution 30 CH,30 ml,95,92.2,https://www.1mg.com/otc/ldd-bioscience-baryta-phosphorica-dilution-30-ch-otc841608,LDD Bioscience Pvt Ltd,"['It helps in reducing the difficulty of communicating with others', 'It helps to combat restlessness', 'It also allows children who are very slow to learn']",['Baryta Phosphorica'],0.0,0
Bjain Antimonium Tartaricum Globules 0/29 LM,6 gm,85,74.7,https://www.1mg.com/otc/bjain-antimonium-tartaricum-globules-0-29-lm-otc830868,Bjain Pharmaceuticals Pvt. Ltd.,"['This formula is beneficial in cases of cold and cough', 'It helps minimise nausea', 'vomiting and alcoholic liver problems', 'It helps to ease out mucus and cough', 'It relieves the pain of shortness of breath during cough and congestion']",['Antimonium tartaricum'],0.0,0
Bakson's Homeopathy AC#9 Tablet,200 tablets,500,500.0,https://www.1mg.com/otc/bakson-s-homeopathy-ac-9-tablet-otc502623,Bakson Drugs & Pharmaceuticals Pvt. ltd.,"['Acid phosphoricum stimulates hair growth', 'managing premature graying and loss', 'especially during times of grief or fluid imbalances', 'Lycopodium clavatum fortifies the hair', 'reversing premature baldness triggered by abdominal issues or childbirth', 'Jaborandi works wonders', 'turning light hair into a rich black shade', 'rejuvenating your mane', 'Natrum muriaticum nourishes hair follicles', 'effectively addressing alopecia and post-pregnancy hair loss', '""Arnica montana promotes strong hair growth', 'a powerful remedy for baldness and restore the hairs vitality""', 'Cantharis ensures hair strengthening and reducing hair fall while combing', 'Holistic solution for thinning hair and scalp dryness: Unveil the secret to voluminous hair and a nourished scalp with AC#9 tablets', 'a remarkable homeopathic remedy designed to combat hair fall and enhance overall hair health', '""Natural ingredients for optimal haircare: Harness the power of natures finest ingredients such as acid phosphoricum promotes hair growth post-fluid imbalances', 'lycopodium clavatum strengthens hair against premature graying and baldness', 'jaborandi revitalises with a rich black hue', 'patrum muriaticum addresses alopecia and breastfeeding-related hair loss', 'arnica montana stimulates growth', 'while cantharis prevents hair fall during combing""', '""The science behind your hairs transformation: AC#9 tablets harnesses the potential of acid phosphoricum to prevent hair thinning and graying due to grief or fluid loss', 'while lycopodium clavatum combats abdominal-triggered baldness. Natrum muriaticum targets hair follicles', 'and arnica montana stimulates growth', 'while cantharis fortifies against hair fall during combing""', '""Empower your confidence with gorgeous hair: Reclaim your self-assurance as AC#9 tablets holistic blend works to manage hair fall', 'promote growth', 'and restore the hairs vibrancy', 'leaving you with thicker and healthier locks""', 'Unleash the magic of AC#9 tablets: Experience the transformative effects of AC#9 tablets', 'a potent homeopathic solution expertly designed to address various hair fall causes and promote the growth of strong hair']","['Acidum phosphoricum HPI 3x', 'Lycopodium clavatum HPI 3x', 'Jaborandi HPI 3x', 'Natrum muriaticum HPI 3x', 'Arnica montana HPI 3x', 'Cantharis HPI 3x']",4.2,67
Dr. Reckeweg Calc Pic Dilution 1000 CH,11 ml,180,180.0,https://www.1mg.com/otc/dr.-reckeweg-calc-pic-dilution-1000-ch-otc335804,Dr Reckeweg & Co,"['Effective in managing recurrent and long-standing boils', 'Addresses skin issues such as dry', 'thin flakes of dead skin', 'Helps in the management of infections of the glands of eyelids', 'Useful for relieving acne and pimples']",['Calcarea Picrata'],0.0,0
Dr Willmar Schwabe India Hypericum Perforatum Dilution 1000 CH,30 ml,150,150.0,https://www.1mg.com/otc/dr-willmar-schwabe-india-hypericum-perforatum-dilution-1000-ch-otc404094,Dr Willmar Schwabe India Pvt Ltd,"['Treats abnormally excessive sweating involving the extremities', 'underarms and face', 'Reduces nervousness and heals nerve injuries and crushed injuries', 'Relieves headache and eases pain in joints']",['Extracts of whole blooming hypericum plant.'],4.7,43
Dr Willmar Schwabe India Indigo Dilution 30 CH,30 ml,105,105.0,https://www.1mg.com/otc/dr-willmar-schwabe-india-indigo-dilution-30-ch-otc404138,Dr Willmar Schwabe India Pvt Ltd,"['Used for controlling epileptic attack', 'Helps reduce neurological symptoms associated with epilepsy', 'Also treats dyspeptic symptoms such as bloating and indigestion', 'Reduces frequent desire to urinate', 'It helps in reducing shooting and tearing pain in limbs']",['Indigo'],0.0,0
SBL Sulphanilamidum Dilution 6 CH,30 ml,105,105.0,https://www.1mg.com/otc/sbl-sulphanilamidum-dilution-6-ch-otc358761,SBL Pvt Ltd,"['It is used in inflammation/ infection of female genital organs with redness. swelling and pain', 'It is used in itching and thick white vaginal discharge', 'It is also helpful in diarrhoea', 'constipation', 'bleeding in stools and indigestion']",['Sulphanilamide'],0.0,0
Bjain Naphthalinum Dilution 200 CH,100 ml,190,167.0,https://www.1mg.com/otc/bjain-naphthalinum-dilution-200-ch-otc436851,Bjain Pharmaceuticals Pvt. Ltd.,"['Aids in treating itchiness and dryness like skin disorders', 'Useful in the treatment of kidney disorders and sexually transmitted diseases', 'Treats impaired vision due to abnormal visual development and blurriness of the cornea', 'Promotes treatment of urinary infections like painful urination and discolouration', 'Relieves soreness in the chest and stomach and cures conditions of improper breathing', 'It is also useful in the treatment of bronchitis and provides relief from spasmodic cough']",['Naphthalinum'],0.0,0
Bjain Chlorum Dilution 6C,30 ml,95,95.0,https://www.1mg.com/otc/bjain-chlorum-dilution-6c-otc439248,Bjain Pharmaceuticals Pvt. Ltd.,"['It is an effective treatment for children diagnosed with autism', 'May result in decrease chlorine level in brain', 'It results in decreased complications of autism such as difficulty in sleep and language and fears of noises', 'It helps improve personality of children with autism']",['Chlorum'],0.0,0
SBL Pertussinum Dilution 1000 CH,30 ml,150,150.0,https://www.1mg.com/otc/sbl-pertussinum-dilution-1000-ch-otc348493,SBL Pvt Ltd,"['It is primarily used for the treatment of whooping cough and its associated ailments', 'Relives common symptoms of whooping cough such as cough with coryza and difficult breathing', 'Prevents cough attacks that can cause pain the chest and other related problems']",['Pertussin'],0.0,0
Bahola Ferolac Tablet,35 gm,140,140.0,https://www.1mg.com/otc/bahola-ferolac-tablet-otc388660,Bahola Labs,"['An effective cure for anaemia', 'Alleviates weakness and lethargicness', 'Helps treat bone pains', 'anaemic headaches', 'Promotes increase of RBCs and haemoglobin in the body', 'Aids in better digestion', 'Promote weight gain in asthenic people', 'Also helps in weight loss']","['Lecithin 1X', 'Kali Phos 2X', 'Alfalfa Q', 'Hydrastis Canadensis', 'China Q', 'Ferrum Phosphoricum', 'Calcarea Phosphorica']",0.0,0
Dr Willmar Schwabe India Gnaphalium Polycephalum Dilution 200 CH,30 ml,120,120.0,https://www.1mg.com/otc/dr-willmar-schwabe-india-gnaphalium-polycephalum-dilution-200-ch-otc403518,Dr Willmar Schwabe India Pvt Ltd,"['Provides effective relief from severe sciatic nerve pain', 'It helps in treating cramping pain in calves and feet', 'The dilution provides relief from rheumatic pain in ankle joints and legs', 'It is effective in reducing Gouty pains and swelling in toes', 'Aids treatment of severe Diarrhoea and vomiting', 'It helps in treating the chronic muscular pain of back and neck']",['Gnaphalium Polycephalum'],4.6,24
Dr Willmar Schwabe India Lac Caninum Dilution 10M CH,10 ml,205,205.0,https://www.1mg.com/otc/dr-willmar-schwabe-india-lac-caninum-dilution-10m-ch-otc404670,Dr Willmar Schwabe India Pvt Ltd,"['Helps treat affections of the throat and relives joint pains', 'It can be used to relieve anxiety and treats headache with nausea and vomiting', 'Relieves pain the throat while swallowing and pain extending to ears. Highly effective in the treatment of sore throat and cough', 'In females', 'it helps treat menstrual disorders with swelling in the breasts which makes breastfeeding difficult']",['Lac Caninum'],0.0,0
Dr Willmar Schwabe India Lecithinum Dilution 12 CH,30 ml,125,125.0,https://www.1mg.com/otc/dr-willmar-schwabe-india-lecithinum-dilution-12-ch-otc404801,Dr Willmar Schwabe India Pvt Ltd,"['It helps in treating anaemia by increasing haemoglobin levles', 'It helps to increase the red blood corpuscles in the body', 'It helps in improving nutrition and strengthens the body', 'It helps in recovering from illness or surgery']",['Lecithinum'],4.1,14
Dr Willmar Schwabe India Caladium Seguinum Dilution 6 CH,30 ml,105,105.0,https://www.1mg.com/otc/dr-willmar-schwabe-india-caladium-seguinum-dilution-6-ch-otc398203,Dr Willmar Schwabe India Pvt Ltd,"['Primarily used for the treatment of sexual and lung disorders in men', 'Effectively manages painful headache and treats conditions related to sexual exhaustion in men', 'It can be used to relieve stomach pain and crams along with nausea and indigestion', 'Reduces swelling of the glands and provides relief from itching of the genitals', 'Relieves itching of the vulva and vagina along with pain in the uterus in pregnant women', 'Relieves oppression and congestion in the chest and deals with breathing disorders', 'It is also indicated in reducing heavy sweating and perspiration']",['Caladium Seguinum'],4.2,356
Bjain Galium Aparine Mother Tincture Q,30 ml,125,125.0,https://www.1mg.com/otc/bjain-galium-aparine-mother-tincture-q-otc445393,Bjain Pharmaceuticals Pvt. Ltd.,"['Indicated in venous congestion with varicose veins', 'haemorrhoids', 'painful open wounds', 'ulcers and weakness from loss of blood', 'Relieves soreness of the eyes with pressure in the eyeballs from intraocular haemorrhage', 'Relieves congestion of the mucous membrane with distended veins and bluish discolouration due to varicosity of throat', 'Relieves soreness and raw feeling in the anus with haemorrhoids and profuse bleeding with soreness and pulsation in the rectum', 'In females', 'it helps relieve congestion and neuralgic pains in the ovaries with profuse uterine bleedings', 'Relieves dark', 'profuse bleeding with soreness in the abdomen and intermittent bleeding from the uterus in between periods', 'Indicated in soreness of the abdomen with spasms of the vagina and inflammation of ovaries']",['Hamamelis Virginica'],0.0,0
Bjain Baryta Muriatica Dilution 1000 CH,30 ml,140,123.0,https://www.1mg.com/otc/bjain-baryta-muriatica-dilution-1000-ch-otc434997,Bjain Pharmaceuticals Pvt. Ltd.,"['It is helpful in treating indigestion with fullness', 'heartburn', 'nausea', 'belching', 'or upper abdominal pain', 'It is also found to be useful in the cases of hypertension', 'cardiac cases', 'and vascular degeneration', 'Useful in tonsillitis and related problems']",['Baryta Muriatica'],4.4,11
Dr Willmar Schwabe India Rhus Aromatica Dilution 200 CH,30 ml,120,120.0,https://www.1mg.com/otc/dr-willmar-schwabe-india-rhus-aromatica-dilution-200-ch-otc393580,Dr Willmar Schwabe India Pvt Ltd,"['Helps in relieving pain during or before urination with constant dribbling', 'Provides relief from diarrhoea and bloody stool with mucous', 'In children', 'it can be effectively used in treating involuntary urination', 'In females', 'it cures profuse bleeding with large clots passing away', 'Helpful in treating haemorrhage from kidneys', 'bladder and uterus', 'It can also be used to treat menorrhagia and other excessive discharges']",['Rhus Aromatica'],0.0,0
ADEL Phosphorus Dilution 1M,10 ml,210,208.0,https://www.1mg.com/otc/adel-phosphorus-dilution-1m-otc333433,Adel Pekana Germany,,,4.7,10
SBL Chionanthus Virginica Dilution 30 CH,30 ml,105,105.0,https://www.1mg.com/otc/sbl-chionanthus-virginica-dilution-30-ch-otc346156,SBL Pvt Ltd,"['Highly effective in the treatment of headache of all kinds and cures several liver conditions', 'Indicated for enlargement of spleen with paroxysma', 'Relieves pain in the forehead accompanied by pain in the eye balls and pressure on the nose', 'Acts as a laxative and helps in treating constipation', 'Excellent remedy to cure chronic hepatitis and catarrhal conditions of the liver', 'Helpful in reducing profuse and frequent urination', 'It can be used to start delayed menses and corrects abnormalities in the menstrual periods', 'It is also used to cure conditions of excessive sweating and weakness']",['Chinonanthus Virginica'],4.9,12
Dr Willmar Schwabe India Triosteum Perfoliatum Dilution 200 CH,30 ml,120,120.0,https://www.1mg.com/otc/dr-willmar-schwabe-india-triosteum-perfoliatum-dilution-200-ch-otc406443,Dr Willmar Schwabe India Pvt Ltd,"['Gives strength and energizes the mind and replaces dullness and drowsiness with cheerfulness', 'Reduces the giddiness and boring pain in the head with extreme drowsiness especially during midnight', 'Relaxes the eyes and relieves the slight pain and sneezing most of the time', 'Reduces the soreness as if from swelling of pharynx', 'and pain in oesophagus on swallowing and controls asthmatic troubles', 'Relaxes the stomach and sharp pains during bowels with evacuations that seems to proceed from small intestines', 'Irritation of anus with exudation of mucus with stools most frequent in evening preceded by pain in abdomen are controlled and reduced', 'Helps in correcting and reducing the discharge of semen during sleep without erection in males', 'Diminishes the pain in nape with perspiration and occiput with coldness and stiffness in feet with Rheumatic pain in back from stooping', 'Reduces and gives relief from stiffness in all joints and bones in upper and lower limbs']",['A plant commonly known as horse-gentians'],0.0,0
Dr Willmar Schwabe India Helonias Dioica Dilution 12 CH,30 ml,125,125.0,https://www.1mg.com/otc/dr-willmar-schwabe-india-helonias-dioica-dilution-12-ch-otc403960,Dr Willmar Schwabe India Pvt Ltd,"['This dilution treats diabetes mellitus and insipidus', 'Cures constant aching and tenderness over kidneys', 'Treats sensation of weakness in the lower back']",['Helonias Dioica'],0.0,0
Bjain Juglans Regia Mother Tincture Q,100 ml,195,195.0,https://www.1mg.com/otc/bjain-juglans-regia-mother-tincture-q-otc445210,Bjain Pharmaceuticals Pvt. Ltd.,"['Useful in Vertigo', 'Headache after dinner and in evening', 'with flushed face', 'Relieves aching and fullness in right', 'then left ear', 'then discharge of pus from both ears', 'external ear inflamed and two painful sore on it', 'Relieves Pain in epigastric region', 'with distension of abdomen', 'Helpful in Fullness', 'bloated ness', 'tension', 'and heaviness in the abdomen', 'with frequent desire to go to stool', 'better by eructation and discharge of flatulence']",['Homoeopathic Ingredients'],0.0,0
SBL Guarea Trichilodies Dilution 200 CH,30 ml,120,120.0,https://www.1mg.com/otc/sbl-guarea-trichilodies-dilution-200-ch-otc353305,SBL Pvt Ltd,"['Helpful for swelling in the eyes and relieves eye pain', 'Effective in case of excessive watering from the eyes', 'Helps to relieve cough accompanied by pain and chest tightness', 'Helps to relieve larynx irritation', 'Helps to relieve headaches due to tension in the eyes']",['Guarea trichiloides'],0.0,0
Bio India Complex 37 Pancreas Drop,30 ml,150,146.0,https://www.1mg.com/otc/bio-india-complex-37-pancreas-drop-otc505345,Bio-India Pharma Pvt Ltd,"['It can aid in assuaging intense pain experienced due to enlargement of the pancreas', 'The supplement can assist in dealing with lower abdominal pain while reducing the frequency of spasms', 'It can help manage discomfort caused by bloating of the abdomen in the hypogastric region', 'The drop can be beneficial in helping you deal with spasmodic and stitching pain']","['Apis mellifica', 'Colocynthis', 'Lycopodium clavatum', 'Momordica balsamina', 'Oleum jecoris', 'Phosphorus']",0.0,0
SBL Terebinthinae Oleum Mother Tincture Q,30 ml,220,220.0,https://www.1mg.com/otc/sbl-terebinthinae-oleum-mother-tincture-q-otc338572,SBL Pvt Ltd,"['Helps in case of inflammation of kidneys', 'Useful in cases of haemorrhages', 'Cures cystitis', 'Helps in treating urethritis', 'Provides relief from drowsiness']","['Turpentine oil', 'Ethanol', 'Water']",0.0,0
Bjain Syzygium Jambolanum Mother Tincture Q,100 ml,195,162.0,https://www.1mg.com/otc/bjain-syzygium-jambolanum-mother-tincture-q-otc329100,Bjain Pharmaceuticals Pvt. Ltd.,"['It is also helpful to relieve skin conditions such as ulcers and red papules', 'It helps in the management of diabetes and high sugar in the urine', 'It helps with old ulcers in the skin', 'It helps in reducing raised blood sugar levels', 'This remedy aids sugar metabolism']",['Syzgium Jambolanum'],4.6,408
SBL Aurum Metallicum Dilution CM CH,10 ml,320,320.0,https://www.1mg.com/otc/sbl-aurum-metallicum-dilution-cm-ch-otc385142,SBL Pvt Ltd,"['Relieves pain and congestion in the head', 'Helps in preventing ulceration of gums', 'Provides relief from burning pain and eructations in the stomach', 'It helps in curing irregular heart palpitations', 'Provides relief from paralytic and tearing pains in joints', 'Helps in reducing dyspnoea and improves breathing']",['Aurum Metallicum'],4.4,101
Bio India Calcarea Fluorica Biochemic Tablet 200X,450 gm,720,626.0,https://www.1mg.com/otc/bio-india-calcarea-fluorica-biochemic-tablet-200x-otc551786,Bio-India Pharma Pvt Ltd,"['It is primarily used for the treatment of varicose veins and various skin conditions', 'Relieves symptoms associated with cracking of joints and pain', 'Reduces swelling on the bones', 'varicose veins and treats inflammation of the testicles', 'It is also helpful in reducing the inflammation of thyroid glands', 'Helpful in the treatment of psoriasis', 'uterine problems', 'internal piles and skin issues as dry skin', 'It is also useful for the treatment of bleeding gums and backache', 'Relives conditions such as severely dry skin that causes itchiness', 'Helpful in the reduction of dental cavities and prevents the attack of toxins on heart and blood vessels', 'Extremely helpful in the treatment of valvular diseases']",['Calcarea Fluorica'],4.3,16
Dr. Reckeweg Kali Ars Dilution 10M CH,11 ml,215,215.0,https://www.1mg.com/otc/dr.-reckeweg-kali-ars-dilution-10m-ch-otc376082,Dr Reckeweg & Co,"['Indicated in malignancy and patients suffering from restlessness and nervousness', 'It can be used for treating anaemia and relieves signs of fatigue and exhaustion', 'Treats skin ailments including severe itchiness and dryness of the skin', 'Symptoms associated with psoriasis and eczema is treated well with Arsenicosum', 'In females', 'it treats cauliflower type eruptions at external genitals with severe pains', 'Treats abnormal discharge from the uterus and pain in the lower abdomen']",['Kali Arsenicosum'],4.9,11
SBL Rhus Toxicodendron 0/8 LM,20 gm,200,200.0,https://www.1mg.com/otc/sbl-rhus-toxicodendron-0-8-lm-otc365087,SBL Pvt Ltd,"['Provides effective treatment for eczema and relieves conditions of itchiness and rashes', 'Helpful in the treatment of conditions associated with herpes', 'Highly effective in the treatment of pains associated with arthritis and rheumatism', 'Helps in relieving symptoms associated with flu and viral infections.', 'Helpful in the treatment of sore', 'dry throat and excessive cough', 'It is also helpful in curing prolonged menses with heavy discharge accompanied by abdominal pain', 'It is also used to correct psychological issues such as depression and anxiety']",['Rhus Toxicodendron'],4.7,18
Dr. Reckeweg Natrum Muriaticum Biochemic Tablet 6X,20 gm,200,190.0,https://www.1mg.com/otc/dr.-reckeweg-natrum-muriaticum-biochemic-tablet-6x-otc476685,Dr Reckeweg & Co,"['Dr. Reckeweg Natrum Muriaticum Biochemic Tablet is beneficial for dealing with digestive issues such as constipation and loss of appetite', 'It also helps in reducing inflammation', 'and nausea and also aids in regularising the menstrual cycle and relieves pelvic pain', 'It also helps in relieving chest constrictions', 'regulates rapid pulse rate and provides relief from skin eruptions']",['Natrum Muriaticum'],4.5,58
Bjain Calcuri Biliarii Dilution 1000 CH,100 ml,270,237.0,https://www.1mg.com/otc/bjain-calcuri-biliarii-dilution-1000-ch-otc437052,Bjain Pharmaceuticals Pvt. Ltd.,"['Treats complications of liver and fall bladder', 'Acts as a chologogue and purgative liquefying the concentrated bile', 'Helps prevent the formation of biliary sediments and stones', 'Useful in obstruction of bile tract with digestive disorders']",['Calcuri Biliari'],0.0,0
Bjain Blatta Orientalis Mother Tincture Q,100 ml,485,485.0,https://www.1mg.com/otc/bjain-blatta-orientalis-mother-tincture-q-otc444930,Bjain Pharmaceuticals Pvt. Ltd.,"['Useful in breathing difficulties such as cough with dysponea in bronchitis and phthisis', 'lowest potencies during an attack', 'This homeopathic medication also treats asthma associated with bronchitis', 'Effective in treating severe cough and lung infection', 'helps in reducing discharge of thick mucus']",['Blatta orientalis'],3.6,14
SBL Ricinus Communis Dilution 1000 CH,30 ml,150,150.0,https://www.1mg.com/otc/sbl-ricinus-communis-dilution-1000-ch-otc348599,SBL Pvt Ltd,,,0.0,0
Bjain Salvia Officinalis Mother Tincture Q,100 ml,345,303.0,https://www.1mg.com/otc/bjain-salvia-officinalis-mother-tincture-q-otc445139,Bjain Pharmaceuticals Pvt. Ltd.,"['Helps in reducing excessive sweating associated with circulation', 'Effective in treating respiratory disorders such as cough and irritation in throat', 'Useful against phthisis with night sweats', 'Works as a skin tonic and makes your skin smooth', 'Helps in curing fibrosis of lungs treats pulmonary tuberculosis and galactorrhea', 'Helps to reduce breast milk production for weaning']",['Natural extracts of Salvia'],0.0,0
SBL Rhus Venenata Dilution 12 CH,30 ml,105,105.0,https://www.1mg.com/otc/sbl-rhus-venenata-dilution-12-ch-otc355924,SBL Pvt Ltd,"['Effective in healing bacterial infections and vesicles on skin', 'Useful in curing Vesicular inflammation on the face', 'scalp and ear', 'Helps in healing spots and painful eruptions of red patches on arms and thighs', 'Effectvie remedy for headache', 'inflammation of ear and face', 'Useful in reducing severe abdominal pain and in conditions of watery stool', 'Provides relief from burning sensation in mouth', 'Helps in reducing itching and pain on skin']",['Rhus Venenata'],0.0,0
Dr Willmar Schwabe India Vaccinium Dilution 1000 CH,30 ml,150,150.0,https://www.1mg.com/otc/dr-willmar-schwabe-india-vaccinium-dilution-1000-ch-otc406561,Dr Willmar Schwabe India Pvt Ltd,"['Helps to treat irregular heartbeat', 'Itching around eyes and improper vision', 'Decreased glucose level in blood or increased oxidative stress', 'Helps to treat irregular heatbeat']",,0.0,0
Dr. Reckeweg Platinum Met Dilution 1000 CH,11 ml,195,195.0,https://www.1mg.com/otc/dr.-reckeweg-platinum-met-dilution-1000-ch-otc331732,Dr Reckeweg & Co,"['May help with symptoms of anxiety', 'and mood disorders', 'promoting emotional well-being and stability', 'May help increase vigour and vitality for better sexual health', 'Supports the nervous system', 'addressing symptoms such as tremors', 'tics', 'and neuralgic pains', 'Offers comprehensive relief by addressing both psychological and physical symptoms', 'supporting overall health and vitality', 'Formulated with natural ingredients according to the principles of homeopathy', 'ensuring safety and efficacy']",['Platinum Metallicum (Platinum)'],4.7,15
Dr. Reckeweg Kali Bromatum Dilution 30 CH,11 ml,145,145.0,https://www.1mg.com/otc/dr.-reckeweg-kali-bromatum-dilution-30-ch-otc326703,Dr Reckeweg & Co,"['It also manages the headaches', 'This product relieves the pain at the end of the nose', 'and nasal septum', 'It also helps to lessen the red', 'burning swollen pain in the throat leading to diphtheria', 'Helps alleviate the burning pain in the urethra', 'Helps in case of confusion', 'dizziness', 'sleeplessness', 'It helps in gout conditions']",['Kali Bromatum'],4.2,64
SBL Hypophysine Dilution 6 CH,30 ml,105,105.0,https://www.1mg.com/otc/sbl-hypophysine-dilution-6-ch-otc353578,SBL Pvt Ltd,"['It is a homeopathic medicine that may help increase growth hormone production in the body', 'It helps in various skin problems', 'including ringworm', 'It may stimulate muscular activity and overcome uterine inertia']",['Hypophysine'],0.0,0
SBL Helianthus Annuus Dilution 3 CH,30 ml,105,105.0,https://www.1mg.com/otc/sbl-helianthus-annuus-dilution-3-ch-otc353382,SBL Pvt Ltd,"['Treats coryza', 'nasal haemorrhage', 'recurring fever', 'catarrh and nose scabs', 'Provides relief from rheumatic pain in the left knee', 'Helps against black stool and congestion', 'Reduces dryness in mouth and throat and redness of skin', 'It relieves heat symptoms', 'nausea and vomiting', 'It is a diuretic and pulmonary effects', 'Effective against scorpion sting', 'Helpful as spleen remedy']",['Helianthus annus with alcohol'],0.0,0
Dr Willmar Schwabe India Calcarea Fluorica Biochemic Tablet 3X,20 gm,115,115.0,https://www.1mg.com/otc/dr-willmar-schwabe-india-calcarea-fluorica-biochemic-tablet-3x-otc338251,Dr Willmar Schwabe India Pvt Ltd,"['It is primarily used for the treatment of varicose veins and various skin conditions', 'Relieves symptoms associated with cracking of joints and pain', 'Reduces swelling on the bones', 'varicose veins and treats inflammation of the testicles', 'It is also helpful in reducing the inflammation of thyroid glands', 'Helpful in the treatment of psoriasis', 'uterine problems', 'internal piles and skin issues as dry skin', 'It is also useful for the treatment of bleeding gums and backache', 'Relives conditions such as severely dry skin that causes itchiness', 'Helpful in the reduction of dental cavities and prevents the attack of toxins on heart and blood vessels', 'Extremely helpful in the treatment of valvular diseases']",['Calcarea Fluorica'],4.5,293
Bjain Colocynthis Globules 0/30 LM,6 gm,85,74.7,https://www.1mg.com/otc/bjain-colocynthis-globules-0-30-lm-otc833181,Bjain Pharmaceuticals Pvt. Ltd.,"['Effective for cases of colic', 'diarrhoea and dysentery', 'Useful in relieving headaches', 'abdominal cramps and neuropathic pain', 'Helps to stimulate appetite', 'May be useful for issues related to the menstrual cycle']",['Colocynthis'],0.0,0
ADEL Artemisia Vulg. Dilution 6,10 ml,145,145.0,https://www.1mg.com/otc/adel-artemisia-vulg.-dilution-6-otc770112,Adel Pekana Germany,"['Can help relieve concerns associated with twitching during menses', 'Regular consumption may help in managing menstrual cramps', 'It can help regulate body temperature and relieve pain in the head']",['Extracts of mugwort plant'],0.0,0
LDD Bioscience Kalmegh Dilution 1000 CH,100 ml,230,223.0,https://www.1mg.com/otc/ldd-bioscience-kalmegh-dilution-1000-ch-otc843357,LDD Bioscience Pvt Ltd,"['It helps with the loss of appetite and improves the bile flow as well', 'Relieves from indigestion due to irregular functioning of the liver', 'Helps in reducing the yellowness of skin', 'sclera of eyes and nails with a hepatic malfunction during jaundice', 'Useful for patients who have a bitter taste in the mouth and are easily angered', 'sluggish or do not like to work', 'or talk', 'Useful in giddiness', 'heaviness and throbbing pain in the back of the head', 'Reduces the swelling in the liver and burning in the chest with flatulence', 'Helps to lower sugar and bad cholesterol levels in the body']",['Kalmegh'],0.0,0
Bakson's Homeopathy Mercurius Praecipitatus Ruber Dilution 10M,30 ml,315,296.0,https://www.1mg.com/otc/bakson-s-homeopathy-mercurius-praecipitatus-ruber-dilution-10m-otc805155,Bakson Drugs & Pharmaceuticals Pvt. ltd.,"['It aids in relieving eczema and helps provide relief from inflammation in eyes', 'It helps relieve feelings of nausea and pain in the stomach and helps to reduce inflammation', 'It helps manage skin disorder and helps to alleviate pain in the throat', 'It helps boost immunity and helps to maintain the optimal health of the body']",['Mercurius praecipitatus ruber'],0.0,0
Bakson's Homeopathy Tylophora Indica Dilution 10M,30 ml,315,296.0,https://www.1mg.com/otc/bakson-s-homeopathy-tylophora-indica-dilution-10m-otc805897,Bakson Drugs & Pharmaceuticals Pvt. ltd.,"['Helps to relieve cough', 'wheezing and bronchitis', 'Effective in case of nausea', 'vomiting and mouth ulcers', 'Helps to clear excess mucus and protects the lungs from various infections', 'Also helps to relieve the pain caused due to arthritis']",['Extract of tylophora indica'],0.0,0
Bakson's Homeopathy Lycopersicum Esculentum Dilution 200,30 ml,115,108.0,https://www.1mg.com/otc/bakson-s-homeopathy-lycopersicum-esculentum-dilution-200-otc765535,Bakson Drugs & Pharmaceuticals Pvt. ltd.,"['It helps relieve constant dribbling of urine with frequent urination at night', 'It can alleviate hay fever with aggravation from breathing in the dust', 'It can help reduce signs of acute congestion in the head', 'It improves aching pains in the body with a dull ache in the lumbar region and sharp pain in the right deltoid and pectoralis muscles']",['Lycopersicum Esculentum'],0.0,0
