name,size_of_the_bottle,MRP_of_the_bottle,price_of_the_bottle,1mg_url,brand_name,key_benefits,key_ingredients,rating,number_of_rating
Bjain Vipera Berus Dilution 30 CH,100 ml,180.0,180.0,https://www.1mg.com/otc/bjain-vipera-berus-dilution-30-ch-otc429200,Bjain Pharmaceuticals Pvt. Ltd.,"['Treats swelling of salivary glands, of mouth and throat, with dryness, so that swallowing was impossible', 'Also relieves involuntary micturition', 'Treats swollen veins, boils, blisters about the bite, bursting and leaving ulceration', 'Treats bleeding from nose, with vertigo, acid burning in lips, mouth, and throat']",['Vipera berus'],4.4,15
Haslab Digesto Syrup,200 ml,150.0,150.0,https://www.1mg.com/otc/haslab-digesto-syrup-otc793314,HASLAB,"['The formulation can help alleviate indigestion, stomach disorders, and sour eructations', 'It may help in reducing flatulence, acidity, and burning sensation in the chest and stomach', 'It might assist in regulating irregular bowel movements', 'It helps improve appetite and digestion']","['Nux Vomica, Cinchonaofficinallis, Hydrastis Can, Carbo vegetabilis, Zingiber Off, Natrum Carb, Ocimum Sanctum, Lycopodium, Allium Sativum, Mentha Piperita']",4.5,170
Bio India Bach Flower Rock Water,100 ml,250.0,243.0,https://www.1mg.com/otc/bio-india-bach-flower-rock-water-otc517906,Bio-India Pharma Pvt Ltd,"['Facilitates restoration of the aptitude to remain flexible', 'Helps soften personality attributes', 'Helps in reducing obsession', 'Able to examine and consider new insights', 'Facilitates in spiritual upliftment', 'Facilitates in maintaining the heart activated']",['Ntural Spring water'],0.0,0
Sett Dey Malandrinum Dilution 6,30 ml,86.0,79.1,https://www.1mg.com/otc/sett-dey-malandrinum-dilution-6-otc841760,Sett Dey & Co (Homeo) Lab,"['It aids in dealing with smallpox', 'It is useful for managing the ill effects of vaccination', 'It is helpful in preventing measles', 'It helps reduce itching and scaling on dry skin', 'It helps provide relief from severe headaches associated with nausea and vomiting']",[],0.0,0
Medisynth Antimonium Crudum Dilution 200,30 ml,105.0,105.0,https://www.1mg.com/otc/medisynth-antimonium-crudum-dilution-200-otc871490,Medisynth Chemicals Pvt Ltd,"['The dilution helps to deal with gastric problems and symptoms', 'It prevents acidity and excessive dryness of the mouth with increased thirst', 'It helps to prevent and relieve diarrhoea and constipation', 'It helps to deal with gastric stools, mucous piles and continued oozing of mucus', 'The formulation provides relief from respiratory ailments such as cough and burning sensation in the chest', 'It prevents skin-related conditions like pimples, vesicles, urticaria, warts and eczema', 'It helps to relieve back and arthritic pain']",['Antimonium crudum'],0.0,0
Pioneer Pharma Camphora Globules Pellets Multidose Pills 200 CH,150 tablets,120.0,108.0,https://www.1mg.com/otc/pioneer-pharma-camphora-globules-pellets-multidose-pills-200-ch-otc822908,Homeotrade,"['This formula helps improve sudden swelling of the membrane in the nose', 'It improves joint health and combats arthritis', 'This formula helps maintain natural body temperature', 'It prevents uncontrollable muscle spasms']",['Camphora'],0.0,0
Bakson's Homeopathy Lecithinum Dilution 10M,30 ml,315.0,296.0,https://www.1mg.com/otc/bakson-s-homeopathy-lecithinum-dilution-10m-otc765289,Bakson Drugs & Pharmaceuticals Pvt. ltd.,"['Can help increase haemoglobin levels', 'May promote brain health', 'Might help improve appetite and hunger', 'Aids in decreasing the excretion of phosphates']",['Lecithinum'],0.0,0
Dr Willmar Schwabe India Parthenium Dilution 1000 CH,30 ml,150.0,149.0,https://www.1mg.com/otc/dr-willmar-schwabe-india-parthenium-dilution-1000-ch-otc394463,Dr Willmar Schwabe India Pvt Ltd,"['Indicated in ailments causing great mental excitement with delirium, talkativeness and convulsions', 'Helps relieve soreness of the tongue and is indicated in stomach disorders including diarrhoea', 'Indicated in rapid and weak pulse rate and helps reduce pain and swelling in the smaller joints of hands and small bones', 'Indicated in fever with sweat and restlessness']",['Parthenium Chrysanthemum'],0.0,0
Dr Willmar Schwabe India Cocculus Indicus Mother Tincture Q,30 ml,135.0,135.0,https://www.1mg.com/otc/dr-willmar-schwabe-india-cocculus-indicus-mother-tincture-q-otc390883,Dr Willmar Schwabe India Pvt Ltd,"['Effective in treating vertigo and headache while travelling', 'Effective against epilepsy', 'Relieves painful deformities of the limbs and trunk', 'Helps in treatment of paralysis of one side of the body with trembling and numbness of limbs', 'Reduces cracking sound made from the knees while walking', 'Reduces pain as from sharp stones when walking', 'Aversion to food and its smell', 'Helps in treating condition of heavy and painful periods in females']",['Cocculus natural extracts'],0.0,0
Dr Willmar Schwabe India Bio-Combination 01 (BC 01)Tablet,550 gm,745.0,737.0,https://www.1mg.com/otc/dr-willmar-schwabe-india-bio-combination-01-bc-01-tablet-otc448526,Dr Willmar Schwabe India Pvt Ltd,"['Helps in managing anaemia due to continuous loss of blood from any part of the body', 'Supports digestion by helping in forming a robust body as there is a tissue salt associated with nutrition', 'It helps relieve the pains, itching, weakness with numbness in body parts', 'It gives strength and toughness to the circular walls of the blood vessels, especially the arteries, and helps with a lack of blood corpuscles also as a first aid remedy for haemorrhages', 'It goes right into the cells to help with oxygenation', 'It helps increase the production of red blood cells and albumin, a protein found in animal and vegetable tissues', 'It helps relieve the numbness of limbs']","['Calcarea phosphorica', 'Ferrum phosphoricum', 'Natrum muriaticum', 'Kalium phosphoricum']",0.0,0
Wheezal Agaricus Muscarius 0/9 LM,20 gm,180.0,174.0,https://www.1mg.com/otc/wheezal-agaricus-muscarius-0-9-lm-otc868912,Wheezal Homoeo Pharma,"['Relieves burning and itching of the ears with twitching of the muscles around the ears', 'Helps manage irritation of the nose with spasmodic sneezing with nose bleeds', 'Provides effective relief from facial neuralgia', 'Useful in vesicular eruptions on the lips with ulcers of the mouth', 'It can be used for managing conditions of frequent urination with burning pain in the urethra', 'In females, it helps in managing premature menses with spasmodic pains in the genitals and the back']",['Agaricus Muscarius'],0.0,0
SBL Nux Vomica Dilution 30 CH | Stomach Care Dilution 200 CH,30 ml,120.0,103.0,https://www.1mg.com/otc/sbl-nux-vomica-dilution-30-ch-stomach-care-dilution-200-ch-otc338195,SBL Pvt Ltd,"['Helps improve mood swings and anger', 'Elevates mood, corrects irritable feelings and sulky mood', 'Soothes severe headaches after sun exposure or alcohol-related hangover', 'Corrects sensitivity issues in eyes and soothes irritation', 'Improves symptoms of cough, cold, and constant sneezing', 'Heals ulcers in the mouth accompanied by dryness', 'Alleviates tooth sensitivity after consuming cold food items']",['Nux Vomica'],4.6,3012
Wheezal Mutha Dilution 30,30 ml,100.0,92.9,https://www.1mg.com/otc/wheezal-mutha-dilution-30-otc926123,Wheezal Homoeo Pharma,[],[],0.0,0
Wheezal Guaiacum Dilution 1M,30 ml,145.0,135.0,https://www.1mg.com/otc/wheezal-guaiacum-dilution-1m-otc917997,Wheezal Homoeo Pharma,[],[],0.0,0
LDD Bioscience Ignatia Amara Dilution 1000 CH,100 ml,230.0,223.0,https://www.1mg.com/otc/ldd-bioscience-ignatia-amara-dilution-1000-ch-otc842979,LDD Bioscience Pvt Ltd,"['Useful for stress associated with grief and crying', 'Deals with neurological symptoms such as hysteria, hysterical vomiting, sadness and mood changes', 'Relieves cough, headache and nausea that arise as a part of afflictions associated with grief', 'Helps to release emotional stress', 'Helpful in dealing with weakness in eyes', 'Indicated for relieving sore and lumpy throat', 'May help to regulate menses in women']",['Ignatia Amara'],0.0,0
LDD Bioscience Kali Mur Dilution 1000 CH,100 ml,230.0,223.0,https://www.1mg.com/otc/ldd-bioscience-kali-mur-dilution-1000-ch-otc843340,LDD Bioscience Pvt Ltd,"['It may be useful for the pain in the ear, especially after a change in atmospheric pressures', 'It helps to remove dandruff with white crusts', 'It might reduce headaches caused due to sinusitis', 'It helps to reduce the blisters with white discharge', 'It helps to clear up acne and keep skin healthy and fresh']",['Kali Muriaticum'],0.0,0
Hapro Pulsatilla Nigricans Dilution 1M,30 ml,109.0,109.0,https://www.1mg.com/otc/hapro-pulsatilla-nigricans-dilution-1m-otc802026,Hapro Homeo Chem Pvt Ltd,"['The supplement can be beneficial in managing high body temperature and symptoms like itchy eyes, dry cough, inflammation, etc.,', 'It assists in relieving intense pain caused by oral conditions, back pain, labour pain, etc.,', 'The formula aids in dealing with complications associated with the urinary tract', 'It assists in reducing symptoms of common cold']",['Pulsatilla nigricans'],0.0,0
Dr Willmar Schwabe India Ferrum Magneticum Dilution 1000 CH,30 ml,150.0,149.0,https://www.1mg.com/otc/dr-willmar-schwabe-india-ferrum-magneticum-dilution-1000-ch-otc402857,Dr Willmar Schwabe India Pvt Ltd,"['Treats pain in the nape of neck', 'Prevents small warts on hands', 'Helpful in indecisiveness of mind', 'Soothes pulsative pain in the head', 'Useful in reducing sneezing', 'Treats bleeding and painful gums', 'Heals abdominal pain and helps in treating diarrhoea', 'Helpful in itching and shooting pain in the anus', 'Helps in reducing sleeplessness', 'Treats shivering, cold, fever and cough', 'Helps in reducing uneasiness in stomach and improves digestion']",['Ferrum Magneticum'],0.0,0
Sett Dey Terminalia Chebula (Haritaki) Mother Tincture,30 ml,95.0,68.0,https://www.1mg.com/otc/sett-dey-terminalia-chebula-haritaki-mother-tincture-otc872324,Sett Dey & Co (Homeo) Lab,"['It has antibacterial properties that are helpful against infectious disease', 'It is useful in cases of cardiovascular disease, chest pain and high blood pressure', 'It may be beneficial in improper digestion, loss of appetite, diarrhoea and constipation', ""It contributes to a person's overall well-being and health in the body""]",['Terminalia chebula'],0.0,0
Medisynth Vanadium Metallicum Dilution 200,30 ml,105.0,105.0,https://www.1mg.com/otc/medisynth-vanadium-metallicum-dilution-200-otc871658,Medisynth Chemicals Pvt Ltd,"['It helps to increase the amount of haemoglobin in the blood', 'It acts like a tonic for digestive functions', 'It helps to increase and stimulates phagocytes', 'It is a good remedy for degenerative conditions of the liver and arteries', 'It helps to increase appetite', 'It is effective in case of chronic rheumatism and diabetes']",['Vanadium'],0.0,0
Sett Dey Sanguinaria Can Mother Tincture,30 ml,600.0,432.0,https://www.1mg.com/otc/sett-dey-sanguinaria-can-mother-tincture-otc872298,Sett Dey & Co (Homeo) Lab,[],[],0.0,0
Combo Pack of SBL Syzygium Jambolanum Mother Tincture Q & SBL Gymnema Sylvestre Mother Tincture Q (30ml Each),2 bottles,215.0,195.0,https://www.1mg.com/otc/combo-pack-of-sbl-syzygium-jambolanum-mother-tincture-q-sbl-gymnema-sylvestre-mother-tincture-q-30ml-each-otc861444,,"['It helps regulate and monitor high blood sugar levels', 'Aids in reducing raised blood sugar levels', 'Useful for skin conditions like ulcers and red papules', 'Reduces stomach discomforts like indigestion and diarrhoea', 'Helpful for symptoms related to high blood sugar levels, like an excessive urge to urinate and increased appetite and thirst', 'Reduces weakness and fatigue associated with the increased blood sugar level', 'The gymnemic acids block the sweetness receptors in the taste buds and help reduce sweet food intake', 'It can help increase insulin release by the pancreas', 'It may promote cell regeneration of pancreatic islets which are responsible for producing insulin', 'It might help manage and maintain a healthy weight']","['Extract of perennial woody vine', 'Ethanol', 'Water']",4.6,1798
Bjain Natrum Muriaticum Globules 0/22 LM,6 gm,85.0,74.0,https://www.1mg.com/otc/bjain-natrum-muriaticum-globules-0-22-lm-otc835376,Bjain Pharmaceuticals Pvt. Ltd.,"['Aids in managing the conditions associated with anaemia and inflammation', 'It can be used for the management of digestive disorders including constipation and poor appetite', 'Useful in managing fever with blisters, bodily weakness and violent headaches', 'Regulates increased blood sugar which causes increased hunger and thirst', 'Effective in managing nausea and vomiting with diarrhoea']",['Natrum muriaticum'],0.0,0
ADEL Ledum Pal. Dilution 6,10 ml,145.0,144.0,https://www.1mg.com/otc/adel-ledum-pal.-dilution-6-otc764859,Adel Pekana Germany,"['It may provide relief from animal or insect bites', 'It can relieve pain due to puncture wounds and cuts on hands or feet', 'It can relieve the septic state of wounds accompanied by swelling or coldness', 'It may protect against many types of joint pain', 'It can relieve lower limb joint pain and rheumatism', 'It may help in managing gout of the knees and feet', 'It can relieve ankle and joint sprain', 'It may manage ankle and feet itching', 'It may help in getting rid of pain in the eyeball by using cold compresses']",['Ledum palustre'],0.0,0
Bakson's Homeopathy Gambogia Dilution 6 CH,30 ml,100.0,93.4,https://www.1mg.com/otc/bakson-s-homeopathy-gambogia-dilution-6-ch-otc762113,Bakson Drugs & Pharmaceuticals Pvt. ltd.,"['Helps to relieve drowsiness and heavy head', 'Helpful in case of diarrhoea and abdominal pain', 'Helps in managing the disorders related to alimentary canal and gastrointestinal tract', 'Helps in relieving anus burning and coccyx pain']",['Gambogia'],0.0,0
Dr. Reckeweg Aesculus Hippocastanum Dilution 30 CH,11 ml,145.0,145.0,https://www.1mg.com/otc/dr.-reckeweg-aesculus-hippocastanum-dilution-30-ch-otc326923,Dr Reckeweg & Co,"['It is used for the treatment of varicose veins, haemorrhoids and swollen veins', 'Helpful in the treatment of diarrhoea, fever and enlarged prostate', 'It treats skin diseases such as eczema and also helps in soothing menstrual pain in women', 'Provides relief from pain related to arthritis', 'It can also be used to relieve some of the symptoms associated with malaria and dysentery', 'Treats conditions of soft tissues from bone fracture and sprains', 'It is also an effective remedy for the treatment of cough and related flu-like symptoms']",['Aesculus Hippocastanum'],4.5,176
Bjain Thalapsi Bursa Pastoris Dilution 1000 CH,30 ml,140.0,123.0,https://www.1mg.com/otc/bjain-thalapsi-bursa-pastoris-dilution-1000-ch-otc431942,Bjain Pharmaceuticals Pvt. Ltd.,"['Thlaspi Bursa Pastoris is used to treat skin wounds and to reduce swelling and stop bleeding', 'It is also used to stop vomiting, nosebleeds, diarrhoea and heavy menstrual bleeding', 'It helps to treat very profuse period', 'It is also a solution for Renal calculi, Dysuria, Spasmodic retention and Hæmaturia']",['Thlaspi Bursa Pastoris'],0.0,0
Bjain Cocculus Indicus Dilution 1000 CH,30 ml,140.0,123.0,https://www.1mg.com/otc/bjain-cocculus-indicus-dilution-1000-ch-otc436899,Bjain Pharmaceuticals Pvt. Ltd.,"['It is useful in the treatment of feeling of drowsiness', 'The dilution helps reduce the back pain as well as pain in the shoulders and arms', 'It is useful in supporting recovery after an emotional disturbance', 'The dilution is suggested for the treatment motion sickness']",['Cocculus Indicus'],4.5,15
Bjain Lappa Major Dilution 30C,12 ml,60.0,60.0,https://www.1mg.com/otc/bjain-lappa-major-dilution-30c-otc834986,Bjain Pharmaceuticals Pvt. Ltd.,"['This homoeopathy solution is used in dealing with pimples and acne', 'Provides relief in the condition of eczema of the scalp and eruptions on the scalp', 'Relieves frightful pains in the abdomen and flatulent dyspepsia']",['Lappa major'],0.0,0
Bjain Cheiranthus Cheiri Dilution 3X,12 ml,90.0,90.0,https://www.1mg.com/otc/bjain-cheiranthus-cheiri-dilution-3x-otc832337,Bjain Pharmaceuticals Pvt. Ltd.,"['It can help reduce mild ear infections', 'It can provide relief from clogged ear ducts', 'It helps improve ear ailments that may cause hearing loss']",['Cheiranthus cheiri'],0.0,0
LDD Bioscience Stellaria Media Dilution 30 CH,30 ml,95.0,92.2,https://www.1mg.com/otc/ldd-bioscience-stellaria-media-dilution-30-ch-otc843990,LDD Bioscience Pvt Ltd,"['It helps address dry, cracked, and inflamed tissue', 'It aids in preventing rheumatic pains, arthritis, and bronchitis', 'It helps protect from psoriasis, asthma, conjunctivitis, and constipation', 'It helps relieve upset stomach, obesity, and blood disorders', 'It helps manage chronic rheumatism and helps in relieving gout disorder, psoriasis, and cervical spondylitis', 'It helps relieve liver conditions engorged, swollen, stitching pain, sensitive to pressure']",['Stellaria media'],0.0,0
Bjain Conium Maculatum Globules 0/19 LM,6 gm,85.0,74.7,https://www.1mg.com/otc/bjain-conium-maculatum-globules-0-19-lm-otc833230,Bjain Pharmaceuticals Pvt. Ltd.,"['Effective in case of disorders related to the movement of the body like paralysis', 'Useful in reducing fatigue and ataxia', 'Helps to deal with urinary incontinence and eye disorders', 'Helpful in dealing with swelling in the body', 'May help to improve male and female reproductive health']",['Conium maculatum'],0.0,0
Bakson's Homeopathy Juglans Regia Dilution 1000 CH,30 ml,140.0,131.0,https://www.1mg.com/otc/bakson-s-homeopathy-juglans-regia-dilution-1000-ch-otc764456,Bakson Drugs & Pharmaceuticals Pvt. ltd.,"['The dilution helps to relieve headaches and inflammation and manages the symptoms of vertigo', 'It helps to relieve flatulence, bloating, fullness and eructations', 'The formulation helps to improve skin health and reduces acne and itching', 'It helps to prevent conditions like scurvy and improves abdominal health']",['Walnut'],0.0,0
ADEL Sanguinaria Can. Dilution 30,10 ml,145.0,145.0,https://www.1mg.com/otc/adel-sanguinaria-can.-dilution-30-otc763205,Adel Pekana Germany,"['It helps manage effects after taking wine, headaches from stomach disturbances, overeating, and rich food, during menopause', 'It may manage burning in various parts, redness of cheeks with flashes of heat', 'It can help in managing eruption on the face of young women, especially during scanty menses', 'It may help manage pain in places where the bones are the least covered after exposure to cold']",['Sanguinaria can.'],0.0,0
Bio India Kalium Muriaticum Biochemic Tablet 12X,25 gm,90.0,90.0,https://www.1mg.com/otc/bio-india-kalium-muriaticum-biochemic-tablet-12x-otc552269,Bio-India Pharma Pvt Ltd,"['It is used for health conditions such as fatigue and exhaustion and glandular conditions', 'Nervousness, anxiety and lack of mental clarity, confusion state is helped by Kali Mur', 'Hemorrhoids that are bleeding, blood dark, fibrous, or clotted are relieved with help of Kali mur', 'It helps in thinning of blood and easy circulation of blood']",['Kali mur'],0.0,0
Bio India Silicea Biochemic Tablet 3X,450 gm,630.0,517.0,https://www.1mg.com/otc/bio-india-silicea-biochemic-tablet-3x-otc551936,Bio-India Pharma Pvt Ltd,"['Treats imperfect assimilation', 'Treats defective nutrition and treats diseases of bones', 'Helps in reducing headaches and spasms', 'Remedy for epileptic attacks and is useful in treating tonsils', 'Heals problem of the rectum like irritability, difficulty in passing stool', 'Provides relief from sharp pain in the back', 'Treats dryness, itching, cracks and swelling of the skin']",['Silicon dioxide'],0.0,0
Wheezal Calendula Nectar Prickly Heat Powder,100 gm,100.0,100.0,https://www.1mg.com/otc/wheezal-calendula-nectar-prickly-heat-powder-otc339211,Wheezal Homoeo Pharma,"['Gives soothing and cooling effect', 'Effective for burning sensation, itching', 'Provides relief from prickly heat and rashes', 'Eliminates bad odour by absorbing the sweat', 'Refreshes the skin', 'Helps in treating dhobi itch and athlete’s foot']","['Arnica Q', 'Acid Boricum 2X', 'Calendula Q', 'Zinc Oxidatum 2X', 'BeberisAqui. Q', 'Cantharis Q', 'HeparSulph 3X', 'Talc. Purified I.P']",4.7,158
SBL Areca Catechu Dilution 30 CH,30 ml,105.0,105.0,https://www.1mg.com/otc/sbl-areca-catechu-dilution-30-ch-otc351082,SBL Pvt Ltd,"['Has antioxidant properties and fights free radicals and improves the immune system', 'Excellent remedy for the treatment of hypersensitivity and ailments related to it', 'Contains anti-inflammatory properties and relieves muscle sores and aches', 'Highly effective in eliminating tapeworms and hookworms from the intestines', 'Treats respiratory disorders including spasmodic cough and oppression of the chest', 'It can also be used to relieve painful headache and conditions associated with rheumatism']",['Areca Catechu'],0.0,0
ADEL Paeonia Off. Dilution 30 CH,10 ml,145.0,145.0,https://www.1mg.com/otc/adel-paeonia-off.-dilution-30-ch-otc327367,Adel Pekana Germany,"['Highly beneficial in the treatment of piles and ulcers and has a potent effect on anal and rectal area', 'Relives conditions of painful ulcer', 'Helpful in prevention of haemorrhoids, fissures, ulcers in the anus and perineum covered with crusts', 'Effective in the treatment of severe pain upon defecation', 'Treats diarrhoea and stimulates appetite', 'Helpful in the treating chest pain', 'It is also used to treat skin patches and relives itchiness']",['Paeonia'],0.0,0
Dr Willmar Schwabe India Magnesium Phosphoricum Dilution 50M CH,10 ml,335.0,335.0,https://www.1mg.com/otc/dr-willmar-schwabe-india-magnesium-phosphoricum-dilution-50m-ch-otc405209,Dr Willmar Schwabe India Pvt Ltd,"['It is useful in vertigo on moving', 'It is useful in severe neuralgic pain', 'It is useful in toothache which is induced by heat and hot fluids', 'It is useful in pain with lot of flatulence or gas', 'It is useful in menstrual cramps and colic where menses are early dark and clotted']",['Magnesium Phosphoricum'],4.6,73
SBL Iodium 0/28 LM,20 gm,185.0,185.0,https://www.1mg.com/otc/sbl-iodium-0-28-lm-otc364683,SBL Pvt Ltd,"['Helps in maintaining healthy metabolism', 'Reduces weakness, breath loss and gland affections', 'Relieves suicidal tendencies and violent impulses', 'Helps in reducing anxiousness', 'Treats congestive headache, vertigo and blood rushing to the head', 'Improves smell, nasal blockage and reduces sneezing with hot discharge', 'Relieves bleeding during stool', 'Helps in regulating menses and reduces weakness in women', 'Prevents contractions in mammary gland', 'Improves breathing and reduces chest weakness and cough palpitation', 'Relieves hoarseness and blood sputum in cough']",['Iodium with alcohol'],0.0,0
Hapro Cretinox Syrup,120 ml,179.0,179.0,https://www.1mg.com/otc/hapro-cretinox-syrup-otc534792,Hapro Homeo Chem Pvt Ltd,"['It is the total care for one’s gallbladder and urinary tract', 'It dissolves the kidney stones and flushes them out pain-free', 'It contains ingredients that help detoxify the urinary tract', 'It helps prevent the chances of urinary infection', 'The tablet helps in the treatment and management of renal stones and gall bladder stones problems', 'The herbal constituents of the capsule help to dissolve and break the renal stones']","['Berberis Vulgaris HPI 0.10ml, Sarsaparilla HPI 0.10ml, Sabal Serrulata HPI 0.05ml, Tribulus Terrestris HPI 0.05ml, Chimaphile Umbellata HPI 0.05ml, Helonias Dioica HPI 0.05ml, Juniperus Communia HPI 0.05ml, Vesicaria']",0.0,0
REPL Diacon Drop,30 ml,130.0,130.0,https://www.1mg.com/otc/repl-diacon-drop-otc339460,Renovision Exports Pvt Ltd,"['Phosphoricum Acidum helps in the treatment of micturition, frequent urination at night', 'Nitricum Acidum supports in treating the problems associated with urine', 'Syzygium is a useful remedy in diabetes mellitus', 'Natrum Sulphuricum treats loaded bile and excess urine']","['Phosphoricum Acidum 6x', 'Nitricum Acidum 30', 'Syzygium 2x', 'Natrum Sulphuricum 6']",0.0,0
SBL Lemna Minor Dilution 3 CH,30 ml,105.0,105.0,https://www.1mg.com/otc/sbl-lemna-minor-dilution-3-ch-otc354106,SBL Pvt Ltd,"['Lemna Minor is a homoeopathic medicine that may provide relief from a stuffy nose that is worsened by damp weather', 'Lemna Minor may be beneficial for individuals experiencing a loss of smell', 'Lemna Minor may be beneficial for individuals with nasal polyps that cause nasal obstruction', 'Lemna Minor may help in relieving a putrid taste in the mouth upon waking up in the morning', 'Lemna Minor may be beneficial for individuals experiencing diarrhoea']",['Lemna Minor'],4.4,165
Dr Willmar Schwabe India Colocynthis Dilution 30 CH,30 ml,105.0,105.0,https://www.1mg.com/otc/dr-willmar-schwabe-india-colocynthis-dilution-30-ch-otc400301,Dr Willmar Schwabe India Pvt Ltd,"['It relieves severe pain in abdomen', 'It relieves colicky pain in abdomen', 'It relieves cystic tumors of ovary', 'It relieves pain, numbness, and spasms in the muscles in the left leg']",['Colocynthis'],4.6,65
SBL Lycopodium Clavatum Dilution 6 CH,30 ml,105.0,105.0,https://www.1mg.com/otc/sbl-lycopodium-clavatum-dilution-6-ch-otc349055,SBL Pvt Ltd,"['It is used for bloating and liver complaints', 'Helps in relieving pains related to rheumatism and arthritis', 'It is highly effective in treating functional issues related to liver and kidneys', 'It is helpful in treating issues related to intolerance toward cold and an intense craving for warmth', 'Corrects psychological tendencies of extreme stubbornness and anxiety']",['Lycopodium Clavatum'],4.5,1408
SBL Sulphur 0/18 LM,20 gm,200.0,200.0,https://www.1mg.com/otc/sbl-sulphur-0-18-lm-otc363134,SBL Pvt Ltd,"['Cures eczema, dry, scaly, allergies and unhealthy skin', 'Heals from psoriasis', 'Prevents stomach and abdomen issues', 'Reduces acidity', 'Relieves from breathlessness', 'Relieves from chest feeling heavy and loaded', 'Deals with irregular menses after delivery']","['Sugar of milk', 'The saturated solution of sulphur', 'Absolute alcohol']",4.7,37
Bjain Bellis Perennis Dilution 3X,100 ml,225.0,225.0,https://www.1mg.com/otc/bjain-bellis-perennis-dilution-3x-otc435109,Bjain Pharmaceuticals Pvt. Ltd.,"['It is primarily used for the treatment of injuries in soft tissue such as breasts and abdomen', 'It is highly effective in the treatment of injuries to bones or sprains in the muscle tissue', 'It also helps in treating conditions related to internal bleeding during pregnancy', 'It is effective in the treatment of varicose veins with bruises on the external surface', 'It helps in treating problems associated with pregnancy such as the inability to walk properly due to varicose veins']",['Bellis Perennis'],4.5,25
SBL Baryta Carbonica 0/25 LM,20 gm,200.0,200.0,https://www.1mg.com/otc/sbl-baryta-carbonica-0-25-lm-otc361253,SBL Pvt Ltd,"['Reduces the loss of memory, short attention span, confusion, language difficulties, irritability and impaired judgement', 'Best remedy for the tendency of tonsillitis, particularly in scrofulous children', 'Reduces the swelling up of the mucous lining with trouble in swallowing and inflammation of tonsils with the formation of pus', 'Helps to reduce the enlargement of glands in the neck, or under the jaw and behind the ear', 'Helps in digestion, hiccoughs, and eructation, which relieves pressure as of a stone', 'Pain and weight immediately after a meal, with epigastric tenderness, is improved', 'Manages the talking, awakening frequently and twitching during sleep']",['Baryta Carb'],0.0,0
Bjain Tuberculinum Bovinum Dilution 10M CH,30 ml,300.0,264.0,https://www.1mg.com/otc/bjain-tuberculinum-bovinum-dilution-10m-ch-otc431451,Bjain Pharmaceuticals Pvt. Ltd.,"['This dilution is useful in helping treat bouts of vomiting, nausea and loose motions', 'It helps in the treatment of headaches and migraine attacks', 'It is used in the treatment of health issues like tuberculosis and Eczema', 'SBL Tuberculinum Dilution is used to help treat the symptoms that occur due to ring worm infestation', 'It is useful in helping treat feeling of breathlessness, cough and sputum']",['Tuberculinum Bovinum'],4.5,13
Bio India Calcarea Sulphurica Biochemic Tablet 3X,450 gm,630.0,548.0,https://www.1mg.com/otc/bio-india-calcarea-sulphurica-biochemic-tablet-3x-otc551816,Bio-India Pharma Pvt Ltd,"['Primarily used for the treatment of skin conditions such as eczema and acne', 'Heals minor cuts and wounds and skin rashes that causes itchiness', 'Helpful in treating ear infections an rashes', 'Provides effective relief from congestion in head due to chronic infection of sinuses', 'Can be used to relieve stomach infections such as diarrhoea and dysentery', 'Has a potent effect on the treatment of respiratory issues such as excessive cough and relives issues associated with tonsillitis']",['Calcarea Sulphurica'],0.0,0
Pioneer Pharma Natrum Mur 12X Biochemic Tablet,450 gm,695.0,695.0,https://www.1mg.com/otc/pioneer-pharma-natrum-mur-12x-biochemic-tablet-otc825538,Homeotrade,"['This formula can be primarily used for the management of conditions associated with anaemia and inflammation', 'It can be used for the management of digestive-related concerns including painful constipation and loss of appetite', 'It may also regulate blood glucose levels which causes an increase in hunger and thirst', 'It manages inflammation of the frontal sinuses and relives congestive headache', 'This product can be effective in the management of nausea and vomiting with diarrhoea', 'It also manages skin troubles with oily skin and dry painful eruptions on the scalp, ears, and limbs', 'This tablet can be useful in the management of high body temperature with blisters and bodily weakness']",['Natrum Muriaticum'],0.0,0
Pioneer Pharma Silicea Biochemic Tablet 6X,450 gm,695.0,695.0,https://www.1mg.com/otc/pioneer-pharma-silicea-biochemic-tablet-6x-otc825558,Homeotrade,"['This tablet may help to manage imperfect assimilation', 'It can help to deal with defective nutrition', 'It also may help to condition diseases of bones', 'This product helps in reducing headaches and spasms', 'It also relieves problems of the rectum like irritability and difficulty in passing stool', 'This product provides relief from sharp pain in the back', 'It may help to manage dryness, itching, cracks and swelling of the skin']","['Silicon Dioxide', 'Ethanol', 'Water']",0.0,0
Bjain Natrum Muriaticum Globules 0/23 LM,6 gm,85.0,74.7,https://www.1mg.com/otc/bjain-natrum-muriaticum-globules-0-23-lm-otc835377,Bjain Pharmaceuticals Pvt. Ltd.,"['Aids in managing the conditions associated with anaemia and inflammation', 'It can be used for the management of digestive disorders including constipation and poor appetite', 'Useful in managing fever with blisters, bodily weakness and violent headaches', 'Regulates increased blood sugar which causes increased hunger and thirst', 'Effective in managing nausea and vomiting with diarrhoea']",['Natrum muriaticum'],0.0,0
