name,size_of_the_bottle,MRP_of_the_bottle,price_of_the_bottle,1mg_url,brand_name,key_benefits,key_ingredients,rating,number_of_rating
Bakson's Homeopathy Tetanus Nos. Dilution 50M,30 ml,350,329.0,https://www.1mg.com/otc/bakson-s-homeopathy-tetanus-nos.-dilution-50m-otc784009,Bakson Drugs & Pharmaceuticals Pvt. ltd.,['Relief'],['Tetanus Nos.'],0.0,0
Bakson's Homeopathy Verbena Officinalis Dilution 30,30 ml,100,93.0,https://www.1mg.com/otc/bakson-s-homeopathy-verbena-officinalis-dilution-30-otc781558,Bakson Drugs & Pharmaceuticals Pvt. ltd.,"['Pain', 'Blood']",['Verbena Officinalis'],0.0,0
Bakson's Homeopathy Abies Canadensis Dilution 10M,30 ml,315,296.0,https://www.1mg.com/otc/bakson-s-homeopathy-abies-canadensis-dilution-10m-otc747309,Bakson Drugs & Pharmaceuticals Pvt. ltd.,"['Mouth', 'Relief']",['Abies canadensis'],0.0,0
Bakson's Homeopathy Berberis Vulgaris Dilution 10M,30 ml,315,296.0,https://www.1mg.com/otc/bakson-s-homeopathy-berberis-vulgaris-dilution-10m-otc754616,Bakson Drugs & Pharmaceuticals Pvt. ltd.,"['Legs', 'Relief', 'Pain', 'Renal']",['Berberis Vulgaris'],0.0,0
Bakson's Homeopathy Cicuta Virosa Dilution 10M,30 ml,315,296.0,https://www.1mg.com/otc/bakson-s-homeopathy-cicuta-virosa-dilution-10m-otc757925,Bakson Drugs & Pharmaceuticals Pvt. ltd.,"['Brain', 'Head', 'Muscles']",['Cicuta virosa'],0.0,0
Dr Willmar Schwabe India Copaiba Officinalis Dilution 12 CH,30 ml,125,125.0,https://www.1mg.com/otc/dr-willmar-schwabe-india-copaiba-officinalis-dilution-12-ch-otc400592,Dr Willmar Schwabe India Pvt Ltd,"['Relief', 'Bones', 'Pain', 'Skin']",['Bark of the Copaiba'],0.0,0
Bjain Aesculus Hippocastanum Globules 0/9 LM,6 gm,85,74.7,https://www.1mg.com/otc/bjain-aesculus-hippocastanum-globules-0-9-lm-otc824972,Bjain Pharmaceuticals Pvt. Ltd.,"['Throat', 'Neck', 'Pain']",['Aesculus hippocastanum'],0.0,0
Bakson's Homeopathy Pulsatilla Nigricans Dilution 6X,30 ml,100,93.9,https://www.1mg.com/otc/bakson-s-homeopathy-pulsatilla-nigricans-dilution-6x-otc782290,Bakson Drugs & Pharmaceuticals Pvt. ltd.,['Mouth'],['Pulsatilla Nigricans'],0.0,0
Dr. Majumder Homeo World Acidum Uricum Dilution (30ml Each) 12,2 bottles,520,520.0,https://www.1mg.com/otc/dr.-majumder-homeo-world-acidum-uricum-dilution-30ml-each-12-otc854220,Dr. Majumder Homeo World,"['Wrists', 'Pain', 'Muscles', 'Ankles', 'Joints', 'Skin']",['Acidum Uricum'],0.0,0
LDD Bioscience Mezereum Dilution 200,100 ml,190,190.0,https://www.1mg.com/otc/ldd-bioscience-mezereum-dilution-200-otc723744,LDD Bioscience Pvt Ltd,"['Stomach', 'Head']",['Blend of homoeopathic mixture'],0.0,0
Hapdco Viola Plus Cough Syrup,60 ml,90,90.0,https://www.1mg.com/otc/hapdco-viola-plus-cough-syrup-otc386293,HAPDCO,[],[],4.4,27
SBL Cocainum Muriaticum Dilution 1000 CH,30 ml,150,150.0,https://www.1mg.com/otc/sbl-cocainum-muriaticum-dilution-1000-ch-otc352031,SBL Pvt Ltd,"['Feet', 'Mind', 'Hands', 'Muscles', 'Hearing', 'Skin']",['Cocainum Muriaticum'],0.0,0
Bakson's Homeopathy Aviaire Dilution 200,30 ml,115,108.0,https://www.1mg.com/otc/bakson-s-homeopathy-aviaire-dilution-200-otc754086,Bakson Drugs & Pharmaceuticals Pvt. ltd.,['Relief'],['Aviaire'],0.0,0
Bakson's Homeopathy Balsamum Peruvianum Dilution 6 CH,30 ml,100,93.4,https://www.1mg.com/otc/bakson-s-homeopathy-balsamum-peruvianum-dilution-6-ch-otc754168,Bakson Drugs & Pharmaceuticals Pvt. ltd.,[],['Balsamum Peruvianum'],0.0,0
ADEL Nat Sulph Dilution CM,10 ml,290,290.0,https://www.1mg.com/otc/adel-nat-sulph-dilution-cm-otc769576,Adel Pekana Germany,"['Chest', 'Tongue', 'Stomach', 'Liver']",['Natrium Sulphuricum'],0.0,0
Bakson's Homeopathy Strychninum Phosphoricum Dilution 1M,30 ml,140,131.0,https://www.1mg.com/otc/bakson-s-homeopathy-strychninum-phosphoricum-dilution-1m-otc785983,Bakson Drugs & Pharmaceuticals Pvt. ltd.,['Immunity'],"['Strychnium', 'Phosporicum']",0.0,0
LDD Bioscience Capsicum Annum Dilution 1000 CH,30 ml,130,126.0,https://www.1mg.com/otc/ldd-bioscience-capsicum-annum-dilution-1000-ch-otc838541,LDD Bioscience Pvt Ltd,"['Ears', 'Stomach']",['Capsicum annum'],0.0,0
Wheezal Quercus Glandium Spiritus Dilution CM,30 ml,135,125.0,https://www.1mg.com/otc/wheezal-quercus-glandium-spiritus-dilution-cm-otc925221,Wheezal Homoeo Pharma,"['Ears', 'Head']",['Quercus Glandium Spiritus'],0.0,0
Wheezal Mixture Syrup,200 ml,210,210.0,https://www.1mg.com/otc/wheezal-mixture-syrup-otc624069,Wheezal Homoeo Pharma,"['Chest', 'Lungs', 'Nose', 'Eyes']","['Bryonia alb', 'Ipecac', 'Justicia Adhatoda', 'Sambucus N', 'Senega', 'Aspidosperma', 'Iodium']",4.7,251
Wheezal Bryonia Alba Globules 0/2 LM,20 gm,180,180.0,https://www.1mg.com/otc/wheezal-bryonia-alba-globules-0-2-lm-otc886010,Wheezal Homoeo Pharma,"['Relief', 'Pain', 'Joints']",['Bryonia Alba'],0.0,0
Bjain Abrotanum Globules 0/15 LM,6 gm,85,74.7,https://www.1mg.com/otc/bjain-abrotanum-globules-0-15-lm-otc824024,Bjain Pharmaceuticals Pvt. Ltd.,['Pain'],['Abrotanum'],0.0,0
Bjain Calcarea Silicata Globules 0/30 LM,6 gm,85,74.0,https://www.1mg.com/otc/bjain-calcarea-silicata-globules-0-30-lm-otc826386,Bjain Pharmaceuticals Pvt. Ltd.,"['Relief', 'Pain', 'Eyes', 'Skin']",['Calcarea silicata'],0.0,0
Wheezal Arsenicum Album Globules 0/3 LM,20 gm,180,174.0,https://www.1mg.com/otc/wheezal-arsenicum-album-globules-0-3-lm-otc883295,Wheezal Homoeo Pharma,[],"['The formulation can help provide relief from acidity and indigestion', 'It may relieve stress and anxiety', 'It can be beneficial for respiratory ailments such as cough, wheezing, and breathing difficulties', 'It helps heal skin-related symptoms such as ulcers and pustules', 'It aids in minimising oedema and swelling', 'It helps to reduce body temperature and weakness following an illness']",0.0,0
Wheezal Citrus Vulgaris Dilution 3X,30 ml,100,92.9,https://www.1mg.com/otc/wheezal-citrus-vulgaris-dilution-3x-otc906967,Wheezal Homoeo Pharma,['Hands'],['Citrus Vulgaris'],0.0,0
Wheezal Paris Quadrifolia Dilution 10M,30 ml,275,255.0,https://www.1mg.com/otc/wheezal-paris-quadrifolia-dilution-10m-otc924449,Wheezal Homoeo Pharma,"['Pain', 'Bones', 'Joints', 'Eyes']",['Paris Quadrifolia'],0.0,0
Wheezal Boerhavia Diffusa Dilution 10M,30 ml,275,255.0,https://www.1mg.com/otc/wheezal-boerhavia-diffusa-dilution-10m-otc907467,Wheezal Homoeo Pharma,"['Relief', 'Stomach', 'Pain']",['Boerhavia Diffusa'],0.0,0
Wheezal Gossypium Herbaceum Dilution CM,30 ml,335,311.0,https://www.1mg.com/otc/wheezal-gossypium-herbaceum-dilution-cm-otc925986,Wheezal Homoeo Pharma,['Pain'],['Gossypium Herbaceum'],0.0,0
Hapro Thuja Occidentalis Dilution 1M,30 ml,109,109.0,https://www.1mg.com/otc/hapro-thuja-occidentalis-dilution-1m-otc681024,Hapro Homeo Chem Pvt Ltd,"['Joints', 'Skin']",['Thuja Occidentalis'],0.0,0
Dr. Reckeweg R86 Low Blood Sugar Drop,30 ml,330,330.0,https://www.1mg.com/otc/dr.-reckeweg-r86-low-blood-sugar-drop-otc327430,Dr Reckeweg & Co,['Blood'],"['Adrenalinum', 'Arsenicum album', 'Nux vomica', 'Oenothera biennis', 'Saccharum']",4.5,10
Dr Willmar Schwabe India Antimonium Sulph Aureum Trituration Tablet 3X,20 gm,160,160.0,https://www.1mg.com/otc/dr-willmar-schwabe-india-antimonium-sulph-aureum-trituration-tablet-3x-otc401037,Dr Willmar Schwabe India Pvt Ltd,"['Breathing', 'Skin']",['Antimonium Sulph Aureum'],0.0,0
Dr Willmar Schwabe Germany Collinsonia Canadensis Dilution 30,10 ml,180,180.0,https://www.1mg.com/otc/dr-willmar-schwabe-germany-collinsonia-canadensis-dilution-30-otc695415,Dr Willmar Schwabe India Pvt Ltd,['Relief'],['Collinsonia canadensis'],0.0,0
LDD Bioscience Thyroidinum 3X,25 gm,150,150.0,https://www.1mg.com/otc/ldd-bioscience-thyroidinum-3x-otc743995,LDD Bioscience Pvt Ltd,"['Muscular', 'Relief']",['Thyroidinium'],0.0,0
Bakson's Homeopathy Cactus Grandiflorus Dilution 50M,30 ml,350,329.0,https://www.1mg.com/otc/bakson-s-homeopathy-cactus-grandiflorus-dilution-50m-otc755339,Bakson Drugs & Pharmaceuticals Pvt. ltd.,[],['Cactus grandiflorus'],0.0,0
Bakson's Homeopathy Cocainum Muriaticum Dilution 200,30 ml,115,112.0,https://www.1mg.com/otc/bakson-s-homeopathy-cocainum-muriaticum-dilution-200-otc758366,Bakson Drugs & Pharmaceuticals Pvt. ltd.,"['Relief', 'Stress']",['Cocainum muriaticum'],0.0,0
ADEL Bryonia Alb. Dilution 50M,10 ml,260,260.0,https://www.1mg.com/otc/adel-bryonia-alb.-dilution-50m-otc770086,Adel Pekana Germany,"['Throat', 'Breathing', 'Digestion']",['Bryonia Alba'],4.5,26
Bakson's Homeopathy Spongia Tosta Mother Tincture Q,30 ml,350,329.0,https://www.1mg.com/otc/bakson-s-homeopathy-spongia-tosta-mother-tincture-q-otc766887,Bakson Drugs & Pharmaceuticals Pvt. ltd.,[],['Spongia Tosta'],0.0,0
Bakson's Homeopathy Origanum Majorana Dilution 200,30 ml,115,108.0,https://www.1mg.com/otc/bakson-s-homeopathy-origanum-majorana-dilution-200-otc781355,Bakson Drugs & Pharmaceuticals Pvt. ltd.,"['Mind', 'Pain']",['Origanum Majorana'],0.0,0
Dr Willmar Schwabe Germany Thallium Dilution 30,10 ml,180,180.0,https://www.1mg.com/otc/dr-willmar-schwabe-germany-thallium-dilution-30-otc698462,Dr Willmar Schwabe India Pvt Ltd,"['Muscular', 'Limbs']",['Thallium'],0.0,0
Dr. Majumder Homeo World Aconitum Ferox Dilution (30ml Each) 200,2 bottles,540,486.0,https://www.1mg.com/otc/dr.-majumder-homeo-world-aconitum-ferox-dilution-30ml-each-200-otc857249,Dr. Majumder Homeo World,"['Breathing', 'Face', 'Pain', 'Hands', 'Relief', 'Mouth', 'Stomach']",['Aconitum Ferox Dilution'],0.0,0
Bjain Kali Sulphuricum Dilution 10M CH,12 ml,160,133.0,https://www.1mg.com/otc/bjain-kali-sulphuricum-dilution-10m-ch-otc709833,Bjain Pharmaceuticals Pvt. Ltd.,"['Mouth', 'Breathing', 'Skin']",['Kali Sulphuricum'],0.0,0
LDD Bioscience Formica Rufa Dilution 30,100 ml,180,180.0,https://www.1mg.com/otc/ldd-bioscience-formica-rufa-dilution-30-otc723195,LDD Bioscience Pvt Ltd,"['Pain', 'Abdomen', 'Relief', 'Limbs', 'Joints', 'Stomach', 'Skin']",['Formica Rufa'],0.0,0
Lord's Cynodon Dactylon Mother Tincture Q,30 ml,100,92.0,https://www.1mg.com/otc/lord-s-cynodon-dactylon-mother-tincture-q-otc736617,Lord's Homoeopathic Laboratory Pvt Ltd,[],['Plant of cynadon'],0.0,0
Bakson's Homeopathy Piper Nigrum Dilution 30,30 ml,100,93.9,https://www.1mg.com/otc/bakson-s-homeopathy-piper-nigrum-dilution-30-otc783718,Bakson Drugs & Pharmaceuticals Pvt. ltd.,"['Throat', 'Stress', 'Urinary system']",['Piper nigrum'],0.0,0
Herbamed Berberis Aquifolium Mother Tincture Q,20 ml,399,399.0,https://www.1mg.com/otc/herbamed-berberis-aquifolium-mother-tincture-q-otc957209,Guru Tegh Bahadur Pharma,"['Well-being', 'Skin']",['Berberis Aquifolium Mother Tincture'],0.0,0
"Dr. Romas Homeopathy HD-79 Acidity, 2 Bottles of 2 Dram",2 bottles,350,350.0,https://www.1mg.com/otc/dr.-romas-homeopathy-hd-79-acidity-2-bottles-of-2-dram-otc769057,Dr. Romas Homeopathy,"['Throat', 'Mouth', 'Stomach', 'Heart']",['Iris versicolor'],0.0,0
LDD Bioscience Physostigma Mother Tincture Q,100 ml,320,282.0,https://www.1mg.com/otc/ldd-bioscience-physostigma-mother-tincture-q-otc779399,LDD Bioscience Pvt Ltd,"['Blood', 'Limbs', 'Muscles']",['Physostigma Q'],0.0,0
Wheezal Barium Carbonicum Globules 0/4 LM,20 gm,180,176.0,https://www.1mg.com/otc/wheezal-barium-carbonicum-globules-0-4-lm-otc885335,Wheezal Homoeo Pharma,"['Blood', 'Heart']",['Barium Carbonicum'],0.0,0
Rxhomeo Digitalis Pur 200C,250 pellets,150,96.0,https://www.1mg.com/otc/rxhomeo-digitalis-pur-200c-otc858429,Rxhomeo Private Limited,"['Feet', 'Heart', 'Legs', 'Hands', 'Relief', 'Fingers']",['Digitalis Purpurea'],0.0,0
Wheezal Ammonium Picricum Dilution 1M,30 ml,135,125.0,https://www.1mg.com/otc/wheezal-ammonium-picricum-dilution-1m-otc906189,Wheezal Homoeo Pharma,"['Pain', 'Head', 'Heart', 'Spine', 'Eyes']",['Ammonium Picricum'],0.0,0
Wheezal Arnica Montana Globules 0/23 LM,20 gm,180,174.0,https://www.1mg.com/otc/wheezal-arnica-montana-globules-0-23-lm-otc883040,Wheezal Homoeo Pharma,"['Bones', 'Pain', 'Muscles']",['Arnica montana'],0.0,0
Bjain Abroma Augusta Globules 0/26 LM,6 gm,85,79.0,https://www.1mg.com/otc/bjain-abroma-augusta-globules-0-26-lm-otc963386,Bjain Pharmaceuticals Pvt. Ltd.,['Blood'],['Abroma Augusta'],0.0,0
Bjain Allium Sativum Globules 0/13 LM,6 gm,85,79.0,https://www.1mg.com/otc/bjain-allium-sativum-globules-0-13-lm-otc963866,Bjain Pharmaceuticals Pvt. Ltd.,"['Immune system', 'Digestive system', 'Blood']",['Allium Sativum'],0.0,0
Bjain Agave Americana Globules 0/12 LM,6 gm,85,79.0,https://www.1mg.com/otc/bjain-agave-americana-globules-0-12-lm-otc963691,Bjain Pharmaceuticals Pvt. Ltd.,['Pain'],['Agave Americana'],0.0,0
Wheezal Lapis Album Dilution CM,30 ml,335,311.0,https://www.1mg.com/otc/wheezal-lapis-album-dilution-cm-otc927672,Wheezal Homoeo Pharma,"['Stomach', 'Pain', 'Skin']",['Silicolfluoride of calcium'],0.0,0
Rxhomeo Ranunculus Bulbosus 200C,250 pellets,150,96.0,https://www.1mg.com/otc/rxhomeo-ranunculus-bulbosus-200c-otc868373,Rxhomeo Private Limited,['Chest'],['Ranunculus Bulbosus'],0.0,0
Wheezal Mercurius Iodatus Flavus Trituration Tablet 3X,450 gm,950,883.0,https://www.1mg.com/otc/wheezal-mercurius-iodatus-flavus-trituration-tablet-3x-otc842228,Wheezal Homoeo Pharma,"['Throat', 'Breathing', 'Relief', 'Skin']",['Mercurius Iodatus Flavus'],0.0,0
LDD Bioscience Ammonium Muriaticum Dilution 30 CH,30 ml,95,92.2,https://www.1mg.com/otc/ldd-bioscience-ammonium-muriaticum-dilution-30-ch-otc842924,LDD Bioscience Pvt Ltd,"['Chest', 'Relief', 'Head']",['Ammonium Muriaticum'],0.0,0
Ankur Hb-Pura Syrup,100 ml,120,120.0,https://www.1mg.com/otc/ankur-hb-pura-syrup-otc975749,Ankur Pharmaceutical,"['Circulation', 'Blood', 'Skin']","['Sarsaparilla, Azadirachta Indica , Gentiana Cruciata , Sulphur']",0.0,0
Father Muller Pulsatilla Nigricans Drop 30C,100 ml,175,170.0,https://www.1mg.com/otc/father-muller-pulsatilla-nigricans-drop-30c-otc955487,Father Muller Charitable Institutions,"['Back', 'Pain']",['Extracts of European wind flowering plant'],0.0,0
Pioneer Pharma Lachesis Globules Pellets Multidose Pills,150 tablets,120,110.0,https://www.1mg.com/otc/pioneer-pharma-lachesis-globules-pellets-multidose-pills-otc965664,Homeotrade,"['Face', 'Mouth', 'Blood', 'Skin']",['Lachesis'],0.0,0
Bjain Conium Maculatum Globules 0/1 LM,6 gm,85,85.0,https://www.1mg.com/otc/bjain-conium-maculatum-globules-0-1-lm-otc833212,Bjain Pharmaceuticals Pvt. Ltd.,[],['Conium maculatum'],0.0,0
ADEL Arnica Mont. Dilution 6,10 ml,145,145.0,https://www.1mg.com/otc/adel-arnica-mont.-dilution-6-otc763913,Adel Pekana Germany,"['Breathing', 'Head', 'Pain', 'Eyes', 'Chest', 'Relief']",['Arnica mont'],0.0,0
Lord's Nat Phos Biochemic Tablet 200X,450 gm,715,711.0,https://www.1mg.com/otc/lord-s-nat-phos-biochemic-tablet-200x-otc545255,Lord's Homoeopathic Laboratory Pvt Ltd,"['Stress', 'Relief', 'Pain', 'Joints']","['Calcium', 'Iron', 'Magnesium', 'Potassium', 'Sodium']",4.2,10
ADEL Acid Carbolic Dilution 200,10 ml,165,165.0,https://www.1mg.com/otc/adel-acid-carbolic-dilution-200-otc332658,Adel Pekana Germany,['Stomach'],['Acidum Carbolicum'],0.0,0
Dr. Reckeweg Alumina Dilution 50M CH,11 ml,250,250.0,https://www.1mg.com/otc/dr.-reckeweg-alumina-dilution-50m-ch-otc372893,Dr Reckeweg & Co,"['Throat', 'Pain', 'Kidneys', 'Relief', 'Skin']",['Alumina'],4.5,68
Wheezal Dilution Asafoetida 200 CH,30 ml,105,97.5,https://www.1mg.com/otc/wheezal-dilution-asafoetida-200-ch-otc905710,Wheezal Homoeo Pharma,"['Ears', 'Pain', 'Eyes', 'Abdomen', 'Digestion', 'Skin']",['Asafoetida'],0.0,0
Pioneer Pharma Nux Moschata Globules Pellets Multidose Pills 6 CH,150 tablets,120,110.0,https://www.1mg.com/otc/pioneer-pharma-nux-moschata-globules-pellets-multidose-pills-6-ch-otc888750,Homeotrade,"['Relief', 'Stress']",['Moschus'],0.0,0
Dr. Majumder Homeo World Brahmi Dilution(30ml Each) 30,2 bottles,520,432.0,https://www.1mg.com/otc/dr.-majumder-homeo-world-brahmi-dilution-30ml-each-30-otc859420,Dr. Majumder Homeo World,"['Stress', 'Head', 'Pain', 'Brain', 'Relief', 'Blood', 'Joints']",['Bacopa Monnieri'],0.0,0
Wheezal Petroleum Dilution 30,30 ml,200,186.0,https://www.1mg.com/otc/wheezal-petroleum-dilution-30-otc934738,Wheezal Homoeo Pharma,"['Lips', 'Relief', 'Hands', 'Skin']",['Petroleum'],0.0,0
Bjain Apium Graveolens Globules 0/29 LM,6 gm,85,79.0,https://www.1mg.com/otc/bjain-apium-graveolens-globules-0-29-lm-otc964605,Bjain Pharmaceuticals Pvt. Ltd.,[],['Apium Graveolens'],0.0,0
Bjain Aegle Folia Globules 0/7 LM,6 gm,85,85.0,https://www.1mg.com/otc/bjain-aegle-folia-globules-0-7-lm-otc965587,Bjain Pharmaceuticals Pvt. Ltd.,['Mind'],['Agele Folia'],0.0,0
Wheezal Atista Indica Dilution 3X,30 ml,100,92.9,https://www.1mg.com/otc/wheezal-atista-indica-dilution-3x-otc906401,Wheezal Homoeo Pharma,"['Pain', 'Eyes']",['Atista Indica'],0.0,0
Wheezal Sabina Globules 0/29 LM,20 gm,180,174.0,https://www.1mg.com/otc/wheezal-sabina-globules-0-29-lm-otc885294,Wheezal Homoeo Pharma,"['Back', 'Pain', 'Abdomen']",['Sabina'],0.0,0
Dr Willmar Schwabe Bio-Combination BC 25 Tablet,25 gm,115,115.0,https://www.1mg.com/otc/dr-willmar-schwabe-bio-combination-bc-25-tablet-otc903287,Dr Willmar Schwabe Germany,"['Gut', 'Relief', 'Pain', 'Abdomen']","['Natrum phosphoricum 3x', 'Natrum sulphuricum 3x', 'Silicea 12x']",0.0,0
Dr Willmar Schwabe India Belladonna Dilution 1000 CH,30 ml,150,150.0,https://www.1mg.com/otc/dr-willmar-schwabe-india-belladonna-dilution-1000-ch-otc397092,Dr Willmar Schwabe India Pvt Ltd,"['Stomach', 'Pain', 'Nervous system']",['Belladonna'],4.7,243
LDD Bioscience Cyclamen Dilution 30 CH,30 ml,95,92.2,https://www.1mg.com/otc/ldd-bioscience-cyclamen-dilution-30-ch-otc841992,LDD Bioscience Pvt Ltd,"['Digestion', 'Pain', 'Skin']",['Cyclamen'],0.0,0
Bjain Arnica Montana Globules 0/10 LM,6 gm,85,74.7,https://www.1mg.com/otc/bjain-arnica-montana-globules-0-10-lm-otc831616,Bjain Pharmaceuticals Pvt. Ltd.,['Chest'],['Arnica montana'],0.0,0
Bjain Apocynum Cannabinum Globules 0/22 LM,6 gm,85,74.7,https://www.1mg.com/otc/bjain-apocynum-cannabinum-globules-0-22-lm-otc831206,Bjain Pharmaceuticals Pvt. Ltd.,"['Breathing', 'Heart', 'Abdomen', 'Chest', 'Respiratory system', 'Relief']",['Apocynum Cannabinum'],0.0,0
Bjain Plumbum Metallicum Globules 0/8 LM,6 gm,85,85.0,https://www.1mg.com/otc/bjain-plumbum-metallicum-globules-0-8-lm-otc834652,Bjain Pharmaceuticals Pvt. Ltd.,"['Psychological', 'Relief', 'Pain', 'Stress']",['Plumbum Metallicum'],0.0,0
Bio India Natrum Muriaticum Biochemic Tablet 6X,25 gm,90,90.0,https://www.1mg.com/otc/bio-india-natrum-muriaticum-biochemic-tablet-6x-otc552313,Bio-India Pharma Pvt Ltd,"['Digestion', 'Relief']",['Natrum Muriaticum'],0.0,0
SBL Kali Phosphoricum Biochemic Tablet 30X,25 gm,110,110.0,https://www.1mg.com/otc/sbl-kali-phosphoricum-biochemic-tablet-30x-otc331044,SBL Pvt Ltd,"['Back', 'Blood', 'Skin']",[],4.6,1484
SBL Caffeinum Dilution 30 CH,30 ml,105,105.0,https://www.1mg.com/otc/sbl-caffeinum-dilution-30-ch-otc351458,SBL Pvt Ltd,"['Face', 'Heart', 'Arms', 'Muscles', 'Relief', 'Blood']",['Caffeinum'],0.0,0
SBL Lapis Albus Dilution 1000 CH,30 ml,150,150.0,https://www.1mg.com/otc/sbl-lapis-albus-dilution-1000-ch-otc348091,SBL Pvt Ltd,"['Stomach', 'Pain', 'Skin']",['Silicolfluoride of calcium'],4.7,56
Dr Willmar Schwabe India Chininum Salicylicum Dilution 30 CH,30 ml,105,104.0,https://www.1mg.com/otc/dr-willmar-schwabe-india-chininum-salicylicum-dilution-30-ch-otc399126,Dr Willmar Schwabe India Pvt Ltd,['Ears'],"['Quinine Salicylate', 'Inactive Ingredients-Sucrose/Lucrose']",0.0,0
Wheezal Castanea Vesca Dilution 10M,30 ml,315,293.0,https://www.1mg.com/otc/wheezal-castanea-vesca-dilution-10m-otc903865,Wheezal Homoeo Pharma,"['Back', 'Throat', 'Stomach', 'Pain']",['Castanea Vesca'],0.0,0
Wheezal Alumina 0/17 LM,20 gm,180,174.0,https://www.1mg.com/otc/wheezal-alumina-0-17-lm-otc877757,Wheezal Homoeo Pharma,"['Throat', 'Pain', 'Kidneys', 'Relief', 'Skin']",['Alumina'],0.0,0
Dr. Reckeweg Stannum Metallicum Dilution 200 CH,11 ml,160,160.0,https://www.1mg.com/otc/dr.-reckeweg-stannum-metallicum-dilution-200-ch-otc331647,Dr Reckeweg & Co,"['Chest', 'Pain', 'Nervous system']",['Stannum metallicum'],0.0,0
Dr. Majumder Homeo World Acidum Carbolicum (30ml Each) 50M,6 bottles,2130,1747.0,https://www.1mg.com/otc/dr.-majumder-homeo-world-acidum-carbolicum-30ml-each-50m-otc860977,Dr. Majumder Homeo World,"['Throat', 'Stomach']",['Acidum carbolicum'],0.0,0
Dr. Majumder Homeo World Acidum Carbolicum 3X,2 bottles,520,468.0,https://www.1mg.com/otc/dr.-majumder-homeo-world-acidum-carbolicum-3x-otc860931,Dr. Majumder Homeo World,"['Throat', 'Stomach']",['Acidum carbolicum'],0.0,0
Wheezal Niccolum Sulphuricum Dilution 30,30 ml,100,92.9,https://www.1mg.com/otc/wheezal-niccolum-sulphuricum-dilution-30-otc934706,Wheezal Homoeo Pharma,"['Breathing', 'Relief', 'Skin']",['Niccolum Sulphuricum'],0.0,0
Pioneer Pharma Lachnanthes Tinct Globules Pellet Multidose Pills 200 CH,150 tablets,120,120.0,https://www.1mg.com/otc/pioneer-pharma-lachnanthes-tinct-globules-pellet-multidose-pills-200-ch-otc921152,Homeotrade,"['Head', 'Heart', 'Pain', 'Neck', 'Back', 'Chest']",['A plant in the bloodwort family'],0.0,0
SBL Saccharum Lactis Dilution 200 CH,30 ml,120,120.0,https://www.1mg.com/otc/sbl-saccharum-lactis-dilution-200-ch-otc358043,SBL Pvt Ltd,[],['Sucrose'],4.5,34
LDD Bioscience Passiflora Incarnata Mother Tincture Q,100 ml,275,275.0,https://www.1mg.com/otc/ldd-bioscience-passiflora-incarnata-mother-tincture-q-otc691736,LDD Bioscience Pvt Ltd,"['Relief', 'Blood']",['Passiflora Incarnata'],4.4,54
LDD Bioscience Ashwagandha Mother Tincture Q,100 ml,190,190.0,https://www.1mg.com/otc/ldd-bioscience-ashwagandha-mother-tincture-q-otc691801,LDD Bioscience Pvt Ltd,"['Stress', 'Pain', 'Relief', 'Blood', 'Immunity']",['Ashwagandha'],4.2,104
SBL Veratrum Album Dilution 12 CH,30 ml,105,105.0,https://www.1mg.com/otc/sbl-veratrum-album-dilution-12-ch-otc359090,SBL Pvt Ltd,"['Mind', 'Liver', 'Heart', 'Abdomen', 'Relief', 'Stomach']",['Veratrum Album'],4.7,37
LDD Bioscience Kalmegh Mother Tincture Q,100 ml,190,190.0,https://www.1mg.com/otc/ldd-bioscience-kalmegh-mother-tincture-q-otc691744,LDD Bioscience Pvt Ltd,"['Digestion', 'Relief', 'Liver']",['Kalmegh'],4.5,105
SBL Arnica Montana 0/26 LM,20 gm,200,200.0,https://www.1mg.com/otc/sbl-arnica-montana-0-26-lm-otc360850,SBL Pvt Ltd,"['Breathing', 'Head', 'Pain', 'Eyes', 'Chest', 'Relief']",['Arnica Dilution'],4.4,16
Dr. Reckeweg Pyrogenium Dilution 200 CH,11 ml,170,170.0,https://www.1mg.com/otc/dr.-reckeweg-pyrogenium-dilution-200-ch-otc331717,Dr Reckeweg & Co,"['Well-being', 'Relief']",,4.7,65
LDD Bioscience China Officinalis Mother Tincture Q,100 ml,190,190.0,https://www.1mg.com/otc/ldd-bioscience-china-officinalis-mother-tincture-q-otc691773,LDD Bioscience Pvt Ltd,"['Pain', 'Liver']",['China Officianlis'],4.3,29
Wheezal WL32 Renal Pain Drop,30 ml,175,174.0,https://www.1mg.com/otc/wheezal-wl32-renal-pain-drop-otc387904,Wheezal Homoeo Pharma,"['Kidneys', 'Relief', 'Pain', 'Renal']","['Berberis vulg', 'Aco Nap', 'Lycopodium', 'Cantharis', 'Sarsaparilla', 'Rubia Tinc']",0.0,0
REPL Dr. Advice No.61 Liver Troubles Drop,30 ml,180,180.0,https://www.1mg.com/otc/repl-dr.-advice-no.61-liver-troubles-drop-otc339396,Renovision Exports Pvt Ltd,[],,4.3,21
SBL Jacaranda Caroba Mother Tincture Q,30 ml,220,220.0,https://www.1mg.com/otc/sbl-jacaranda-caroba-mother-tincture-q-otc338699,SBL Pvt Ltd,"['Stomach', 'Pain', 'Muscles', 'Heart']",['A medicinal plant native to Cerrado vegetation in Brazil'],4.5,41
